name,trade_name,cvm_code,about,b3_issuer_code,website,main_activity
Companhia Tecidos Santanense,Santanense,4081,"A Santanense é uma empresa centenária, fundada em 1891 em Itaúna, Minas Gerais. Desde então, a empresa tem buscado inovar e investir em qualidade e preparo técnico, tornando-se uma empresa forte, moderna e competitiva. A Santanense contribuiu para os rumos da moda, estando presente em grandes mudanças culturais ao longo dos anos, desde a Semana de Arte Moderna em São Paulo até o movimento hippie dos anos 60. Atualmente, a empresa continua a ser uma referência no mercado têxtil brasileiro e mundial.",CTSA,https://ri.santanense.com.br,Indústria Têxtil
Karsten S.A.,Karsten,4146,,CTKA,http://www.karsten.com.br,Fabricação. Exportação. Importação E O Comércio Atacadista E Varejista de Fios. Tecidos E Produtos Têxteis em Geral.
Vale S.A.,Vale,4170,"A Vale S.A. é uma das maiores empresas de mineração do mundo, com uma ampla gama de produtos, incluindo minério de ferro, pelotas, níquel, manganês, ferroliga, cobre, bauxita, potássio, caulim, alumina e alumínio. Além disso, a empresa é uma das maiores operadoras de logística do Brasil, com uma extensa malha ferroviária e nove terminais portuários próprios. A Vale é uma empresa privada, de capital aberto, com ações negociadas em várias bolsas de valores, incluindo a B3, a Bolsa de Valores de Madrid e a Bolsa de Valores de Nova York. A empresa é uma das maiores empregadoras do Brasil e tem uma presença significativa em vários países ao redor do mundo.",VALE,https://www.vale.com/pt/investidores,Mineração
Grazziotin S.A.,Grazziotin,4537,,CGRA,http://www.grazziotin.com.br,Comércio Varejista de Vesturio E Bazar.
Guararapes Confecções S.A.,Guararapes,4669,,GUAR,http://www.guararapes.ind.br,Confecções de Roupas E Tecidos em Geral.
Conservas Oderich S.A.,Conservas Oderich,4693,,ODER,http://www.oderich.com.br,Indústria de Alimentos Com Sede Na Cidade de São Sebastião Do Caí (rs) E Filiais Nas Cidades de Eldorado Do Sul (rs). Pelotas (rs). Orizona (go) E Salvador (ba).
Consórcio Alfa de Administração S.A.,Consórcio Alfa,4707,,BRGE,http://www.alfanet.com.br,A Sociedade Tem Por Objeto Social: a) todos E Quaisquer Serviços de Engenharia Permitidos Pelas Leis E Regulamentos Aplicáveis à Espécie; b) atuar Como Representante. Administradora Ou Procurad
Construtora Adolpho Lindenberg S.A.,Adolpho Lindenberg,4723,"A Adolpho Lindenberg Construtora é uma empresa com quase 70 anos de história, que se mantém no mercado com o propósito de construir imóveis de luxo, com qualidade e que sejam bons investimentos. Desde a sua fundação em 1954, a empresa já entregou mais de 700 empreendimentos em 14 milhões de m², vendidos a mais de 20 mil clientes. Com foco inicial na construção de casas de alto padrão, a construtora se destacou ao longo dos anos, criando o conceito de casa sobreposta e desenvolvendo projetos inovadores como o primeiro flat do país e edifícios com piscinas privativas nos terraços.",CALI,https://lindenberg.com.br/ri,
Braskem S.A.,Braskem,4820,"A Braskem é uma empresa petroquímica global que se dedica a criar soluções sustentáveis a partir da química e do plástico. Com uma posição de liderança na produção de resinas termoplásticas e biopolímeros em escala industrial, a empresa conta com quarenta unidades industriais em onze países, além de escritórios comerciais e centros de inovação. Seus principais produtos incluem resinas polietileno, polipropileno, policloreto de vinila, além de eteno, propeno, butadieno, benzeno, tolueno, cloro, soda e solvente. A Braskem é uma empresa comprometida com a sustentabilidade e a inovação, buscando soluções que possam contribuir para um futuro mais sustentável.",BRKM,https://www.braskem-ri.com.br,Produção de Produtos Químicos. Utilidades. Energia Elétrica E Outros;prestação de Serviços Industriais;participação em Outras Sociedades;locação de Bens; Representação/consignação de Produtos Químicos
Corrêa Ribeiro S.A. Comércio e Indústria,Corrêa Ribeiro,4863,,CORR,http://www.crci.com.br,
Döhler S.A.,Döhler,5207,,DOHL,http://www.dohler.com.br,Tecelagem de Fios de Algodão E Fibras Sintéticas
RaiaDrogasil S.A.,RaiaDrogasil,5258,"A RaiaDrogasil é uma das maiores empresas do setor varejista farmacêutico do Brasil, com mais de 2.500 lojas espalhadas pelo país e uma participação de 14% no mercado. A empresa foi criada em 2011, após a fusão da Drogasil S.A. com a Raia S.A., e desde então vem crescendo e se consolidando no mercado. Além das redes de farmácias Raia, Drogasil e Onofre, a empresa também oferece uma linha variada de produtos e serviços relacionados à saúde e ao varejo farmacêutico. A RaiaDrogasil também investe em marcas próprias, tendo alcançado a marca de R$ 1 bilhão em vendas desses produtos em 2022.",RADL,https://ri.rd.com.br,Comércio de Produtos Farmacêuticos. Perfumarias E Afins
Mundial S.A.,Mundial,5312,,MNDL,http://www.mundial.com,Componentes Diversos Para Indústria de Calçados Confecções. Artigos de Cuidados Pessoais E de Cultelaria.
Electro Aço Altona S.A.,Electro Aço Altona,5380,,EALT,http://www.altona.com.br,Fundição de Ferro E Aço
WEG S.A.,WEG,5410,"A WEG S.A é uma empresa brasileira fundada em 1961, com sede na cidade de Jaraguá do Sul, em Santa Catarina. A empresa é uma das maiores fabricantes de equipamentos elétricos do mundo e atua em diversas áreas, como automação de processos industriais, comando e proteção, geração e distribuição de energia, além de tintas e vernizes industriais. Inicialmente, a empresa produzia apenas motores elétricos, mas, ao longo do tempo, expandiu suas atividades e passou a produzir também máquinas elétricas, componentes eletroeletrônicos, transformadores e produtos para automação industrial. A WEG está presente em diversos países, incluindo Estados Unidos, Austrália, países da Europa e Ásia.",WEGE,https://ri.weg.net,A Weg Sa É Uma Sociedade de Participação Não Operacional (holding) E também Sociedade de Comando Do Grupo Weg.
ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A,ENERSUL,5576,,ENER,http://www.enersul.com.br,Distribuição de Energia Elétrica
Eternit S.A.,Eternit,5762,"A Eternit, fundada em 1940, é uma empresa brasileira que atua em diversos segmentos, como telhas de fibrocimento e concreto, metais sanitários, mineração do crisotila, soluções construtivas, entre outros. A empresa possui oito fábricas espalhadas em pontos estratégicos do Brasil e é formada por mais de 15 mil revendas em todo o país. A companhia é líder no setor em que atua e, além disso, conta com a qualidade de outras empresas para continuar proporcionando serviços cada vez melhores. Desde o início da atuação, um dos diferenciais da empresa é o acesso às telhas de qualidade e durabilidade pelas famílias de baixa renda. A Eternit atende todas as classes sociais.",ETER,https://ri.eternit.com.br,Industrialização E Comercialização de Produtos de Fibrocimento. Cimento. Concreto. Gesso. Produtos de Matéria Plástica. Bem Como Outros Materiais de Construção E Respectivos Acessórios.
Eucatex S.A. Indústria e Comércio,Eucatex,5770,,EUCA,http://www.eucatex.com.br/ri,Indústria E Comércio de Chapas de Fibra de Madeira
Investimentos Bemge S.A.,Investimentos Bemge,6041,,FIGE,http://www.investimentosbemge.com.br,Investimentos
DM Financeira S.A.,DM Financeira,6076,,DMFN,https://vocedmfinanceira.com.br/,Financiamento de Bens E Serviços - Intermediação Financeira
Taurus Armas S.A.,Taurus,6173,,TASA,http://www.taurus.com.br,Indústria E Comércio de Armas
Fras-le S.A.,Fras-le,6211,,FRAS,http://ri.fras-le.com.br,Indústria de Autopeças E Materiais de Fricção
Tupy S.A.,Tupy,6343,"A Tupy é uma empresa brasileira de metalurgia fundada em 1938 na cidade de Joinville. Com cerca de 13 mil funcionários em quatro parques fabris, a empresa atua em mais de 40 países e é especializada na fabricação de componentes em ferro fundido para a indústria automotiva, além de itens para aplicação industrial e na construção civil. A Tupy teve um importante papel na transformação em fornecedora de componentes automotivos no Brasil, a partir dos anos 80 e 90. A empresa passou por mudanças de controle acionário ao longo dos anos, mas manteve-se como uma das principais referências no setor de metalurgia no país. Em 2012, a Tupy iniciou sua internacionalização com a aquisição de duas plantas produtoras de blocos e cabeçotes de motores de ferro fundido no México.",TUPY,http://www.tupy.com.br,Produtos Fundidos Para Os Setores de Transporte de Carga. Infraestrutura E Agricultura / Conexões em Ferro Fundido Para Aplicações em Redes Hidráulicas E de Gás / Perfis
Grupo Casas Bahia S.A.,Casas Bahia,6505,"O Grupo Casas Bahia, antigo Via, é uma empresa de comércio varejista brasileira que foi fundada em 2010, após a associação de Casas Bahia e Pontofrio. A empresa é responsável pelas redes de lojas das bandeiras Casas Bahia e Ponto, além de ser a administradora do site de e-commerce Extra.com.br. Com mais de 1.100 lojas, 28 centros de distribuição e mais de 51 mil colaboradores, o Grupo Casas Bahia está presente em mais de 515 municípios brasileiros, 21 estados e no Distrito Federal. A empresa é controlada pela família Klein, fundadora da Casas Bahia, com 22,98% de participação no capital da empresa. Em 2022, o grupo ocupou o quarto lugar entre os maiores varejistas do Brasil, de acordo com o Ranking IBEVAR.",BHIA,https://ri.grupocasasbahia.com.br,
Hercules S.A. - Fábrica de Talheres,Hercules,6629,,HETA,http://www.hercules.ind.br,Fabricação E A Comercialização de Toda A Espécie de Talheres E Outros Artigos de Mesa Para Uso Doméstico. Artigos de Adorno. Beleza. Higiene. Móveis. Material Escolar. de Escritório E Profissional.
Hotéis Othon S.A.,Hotéis Othon,6700,"O Othon Palace Hotel foi um dos mais renomados hotéis do centro histórico de São Paulo, com uma localização privilegiada na esquina da Rua Líbero Badaró com o Viaduto do Chá e a Praça do Patriarca. Com 25 andares e 260 quartos, o hotel foi projetado pelo arquiteto alemão Philipp Lohbauer e decorado por Jacques Monet. Durante seus 54 anos de atividade, o hotel recebeu personalidades como a rainha Elizabeth II do Reino Unido, o príncipe japonês Akihito e a cantora Ella Fitzgerald. O Chalet Suisse, restaurante de luxo da cidade, especializado em fondue, ficava no último andar do hotel. Infelizmente, com a degradação do centro da cidade e a preferência dos hóspedes por hotéis em outras regiões, o Othon Palace encerrou suas atividades em 2008. Em 2018, o prédio foi reformado e hoje faz parte da prefeitura de São Paulo.",HOOT,http://www.ciahoteisothon.com.br,Prestação de Serviços Na Indústria Hoteleira
IGB Eletrônica S.A.,IGB Eletrônica,6815,"A IGB Eletrônica, conhecida anteriormente como Gradiente, é uma empresa brasileira com mais de 50 anos de história na fabricação de eletrônicos. Seu portfólio é focado em equipamentos de som, tendo lançado diversos produtos pioneiros no mercado nacional, como o primeiro amplificador transistorizado, telefone padrão brasileiro, CD player, celular analógico e digital, DVD player nacional, mp3 player portátil e HDTV. A companhia enfrentou dificuldades financeiras e teve um pedido de recuperação judicial aceito em 2018. Em 2019, a empresa anunciou planos de produzir inversores de energia solar.",IGBR,https://grupogradiente.com.br,Eletroeletrónica
Indústrias ROMI S.A.,Indústrias ROMI,7510,"A ROMI S.A. é uma empresa brasileira com mais de 90 anos de história, fundada em Santa Bárbara d'Oeste, interior de São Paulo, por Américo Emílio Romi. A empresa é líder mundial na fabricação de máquinas-ferramenta e oferece produtos e serviços de alta qualidade e tecnologia para diversos setores da indústria, como aeronáutica, defesa, automotivo, energia, bens de consumo, entre outros. Além disso, a ROMI S.A. foi a primeira indústria genuinamente brasileira a instalar linha de produção e conceber um automóvel 100% nacional, o Romi-Isetta, e o primeiro torno horizontal de ferramentaria 100% nacional, batizado de ""Imor"". Com 13 unidades fabris, sendo 11 no Brasil e 2 na Alemanha, a ROMI S.A. é uma empresa de renome internacional, cujos produtos e serviços são consumidos no mercado nacional e exportados para todos os continentes.",ROMI,http://www.romi.com,Indústria E Comércio de Máquinas-ferramenta
TÊXTIL RENAUXVIEW S/A,TEX RENAUX,7544,,TXRX,http://www.renauxview.com.br,Fiação E Tecelagem de Algodão
Inepar S.A. Indústria e Construções,Inepar,7595,"O Grupo Inepar é uma empresa brasileira com uma longa história de atuação nas áreas de construção de equipamentos de energia, telecomunicações, petróleo, entre outras. Com uma trajetória de mais de 60 anos, a empresa passou por diversas transformações, aquisições e joint-ventures, consolidando-se como uma das principais empresas do setor. Apesar de ter passado por dificuldades financeiras e ter entrado com pedido de recuperação judicial em 2014, a empresa continua ativa e com uma atuação relevante no mercado.",INEP,https://ri.inepar.com.br,Fabricação de Equipamentos E Sistemas Elétricos . Fabricação de Torres E Acessórios Para Transmissão de Energia E Telecomunicações. Fabricação de Bens de Capital E Sitemas Industriais Sob Encomenda.
